,01001,02002,02003,03004,04005,05006,06007,07008,08009,09010,10011,10012,13013,13014,13015,13016,13017,13018,13019,15020,15021,16022,17023,17024,17025,17026,17027,18028,19029,20030,21031,22032,23033,24034,24035,25036,25037,26038,26039,26040,26041,26042,26043,26044,27045,28046,29047,30048,31049,31050,31051,31052,31053,32054,32055,32056,32057,33058,33059,34060,35061,35062,35063,36064,36065,37066,37067,37068,37069,37071,39072,39073,39074,40075,40076,40077,40078,40079,40080,41081,41082,42083,42084,43085,44086,45087,46088,47089,51090,51091,52092,53093,54094,55095,55096,56097,58098,59099,60100,61101,63102,66103,67104,68105,70106,72107,73108,74109,74110,75111,76112,78113,79114,80115,82116,84117,85118,86119,88120,91121,92122,93123
01001,9982713.168,333494.1531,20332.14463,16692984.5,1344515.958,444494.4962,2.545683757,0,0,34015.01849,0,4707.459499,9190021.638,4835130.305,7075765.932,1413340.394,93945.01226,49787.61429,3701010.526,2365084.672,689110.34,664894.8872,5821079.87,17151.64171,1966002.927,82406.21777,183873.6393,329686.4016,74095.10236,130253.472,21.40013193,1199952.161,0,181.1618278,3683.172159,0,0,0,10006.20611,4051.655544,1167.82235,10780.19109,24105.12038,5924.76182,981145.054,211787.0087,31327.32372,0,2186.926,16.03259429,4013.993694,27934.54529,145.725263,0,0,0,0,0,0,5712.443272,0,0,0,0,27786.72681,0,0,0,0,0,557.5455577,0,0,0,0,0,0,0,0,0,0,16989.97424,4204.725681,0,4755.478782,0,0,14813277.86,0,0,0,4901.306445,1900.080646,0,0,0,1288159.016,0,0,6474.707746,22818.24807,33586.00219,928067.7947,0,0,5245.501863,2627.161137,63939.15766,2352.231061,10224.41084,48272.60637,5510.330805,12366.73955,55714.10369,64437.58333,171267.1697,105842.4175,1168.073667,13417.62923,256.6809052,47781.50397,0
02002,46267.46605,1647334.034,413746.179,121169.5518,55449.18737,30686.03546,4409.670856,0,4525.908303,1180.06733,32.91332913,3080.979918,64901.28018,3.010632789,1100.227595,1181.116604,66.43277107,0,49607.0022,4803.082661,25695.6633,49.62212713,124.6872437,30.8197971,7.571547195,93.17502006,121.8089108,940.8916568,802.5320462,1017508.576,297319.0376,176706.0573,0,3307.935631,10619.98371,7633.809358,39.25518306,8977.106484,46.92437898,1107.961432,1559.395838,11295.77294,297562.9869,5370.748444,15680.3945,964.7116169,3477132.336,3005.876454,291.6681858,2375.457417,1370.550248,94.78141673,202.9899955,0,0,32.54695614,0,0,0,702.6150098,0,0,2228.674698,226.3855764,960.1989294,0,174.4359124,194.5695393,4556.098717,0,0,0,0,0,0,0,0,0,0,0,0,361662.6491,2869.596774,0,14662.01376,0,0,7085514.2,0,0,0,3252.652121,0,0,0,0,79.08648403,0,0,1383.372444,1273572.438,936.7779057,89356.81497,0,0,0,687.2525535,6933.779211,96.39386846,11220.05828,56288.18717,409.7077152,918.7302993,36906.14492,180909.833,71284.25325,1875.398112,17.78201081,2049.878182,58.10519602,3130.412395,0
02003,135361.9001,170408.3751,37473.77705,26935.21859,179525.3132,3516.792123,300784.9746,64.02584014,25848.16831,12364.23036,3906.319109,5559.519071,58.41529822,11.01061128,2.1152248,647.7762032,75.82855215,128.0858919,4761.864373,575.6548161,1038.17595,266.1511087,791.1281037,30.11376113,5.324909973,28.95222084,663.265748,3880.019157,1202.619154,2235967.011,555305.2647,375048.2902,0,4324.92774,59175.76848,609.3782048,115.4223988,677.408732,122.7311906,15.97801512,336.8300875,82.47187793,1425.586291,57802.19578,896.0942675,0,0,0,470.7002541,5693.369156,0,0,0,38.17017066,43.35926653,478.765637,566.5382673,7581.589759,804.9069565,20858.86493,3646.43408,7182.812247,11973.3362,80.58664311,13197.82062,4313.432342,1011.28493,1192.020914,4062.340961,354.8339995,2770.416848,207.5808939,3303.547331,2318.575078,0,0,18072.7956,0,311.540393,353.2571457,21.41179123,21833.46785,1714.886874,0,550.7264957,38481.28132,14.83492431,964197.5659,1269.630671,1241.623233,7659.256514,11.90722438,6706.637024,83.0819224,5.960656941,102.706945,181.7982589,0,0,1096.97026,183941.5799,491.751569,2641.078089,0,0,6463.834561,147.5127252,10811.69553,0,339.9233216,6397.129958,532.1453967,1193.272397,5476.138431,2846.453665,27816.96283,3697.507061,0,4864.81461,6.972753963,66.07845947,0
03004,870757.3184,3459.398415,0,7886955.158,0,123041.5278,0,0,0,0,0,0,30.52851545,25178.00698,136246.4971,0,9616615.381,0,2801159.204,0,70976.7952,0,0,2007893.073,9517.339748,2045.012807,163310.9409,249965.216,2335949.131,0,0,0,0,10.78941907,7928.164168,0,0,0,0,0,0,0,0,11889.04576,976576.4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736669.2461,700901.5811,0,0,0,0,0,0,0,0,1006.800369,0,0,0,0,24.34460727,0,0,3557.414632,999946.801,6187.74489,3375493.096,0,0,0,379.3498151,2206.61408,1932.843037,5762.668236,0,52.77906586,118.3495893,11460.39105,27391.27843,68542.88196,1524.262421,197.2719589,232.8804153,56.40697557,6477.216506,0
04005,1157.926072,0,0,0,2549435.163,41022.30549,0,0,0,0,0,0,0,437664.0683,0,0,0,4832784.066,511477.0919,0,0,0,0,0,0,0,0,0,0,153.1350269,0,0,0,0,0,0,0,0,0,0,453489.516,18.50157257,13064.47791,283.0041725,10970.54528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6987.03793,116.8673927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4045.817298,24584.92384,5747708.672,0,0,0,501.6390738,1221.866592,529.0291039,639.4236908,0,4128.760626,9274.322428,0,35449.01344,28009.11904,1085.333237,76.78470852,2362.308971,1.307821165,51200.55199,0
05006,1647582.459,514193.389,0,574692.8061,345160.1408,124329.7475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340481.448,38679.07641,298658.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.3503171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027.07513,0,0,0,0,0,0,0,0
06007,529137.2502,21044.79996,18773.6844,243411.0947,40711.90787,34236.38109,1011978.579,186661.8015,22023.81445,42036.63328,19132.9231,22683.04684,10959.12871,13431.79982,26886.74036,37996.63286,6732.799906,3391.279799,225346.6814,70301.22514,28960.3492,9328.917126,198418.4663,24495.3907,31739.55449,23939.11966,101383.0737,40285.21438,16348.78649,258083.774,24559.60102,301282.6313,21537.35867,6022.102668,12768.96944,290473.1475,1606497.12,670892.7714,877752.7798,44368.60305,217635.8885,184357.6451,259718.3339,91642.44229,52400.11226,67090.42445,104222.1458,90478.96444,1229625.478,280600.8535,98926.17802,245019.1112,388651.7379,233085.5807,551501.8932,2108605.187,56797.53617,341513.0853,59152.65853,124863.2823,41477.39367,47012.78704,311973.0404,12949.62965,170262.8665,21537.13324,72945.70622,151836.2966,8244.690992,13004.91859,41034.72768,3942.117057,46733.53645,1937.082729,502.0107962,2041.350244,38935.88338,577.6971811,967.9258864,8267.520188,881.369752,32465.64239,151038.5356,0,12939566.86,872007.4372,11633.30314,225014.5243,47795.29618,219015.1633,98238.45255,13158.30248,15859.42635,763.892053,5297.318595,1400.580299,9490.085331,10261.79892,0,68708.22597,201242.4204,108143.0423,145732.2554,25374.03581,1348.172476,288074.6304,6862.325782,42682.30274,358.8592773,42892.94074,64315.01803,2774.036574,6225.381802,93707.7364,482670.0313,722044.9042,117762.8615,14662.77831,9411.366175,511.7197663,7054.726114,252922.9705
07008,0,0,3586.398686,5864.139169,0,0,9607.1356,322142.545,19263.84577,10758.58565,0,63101.1712,915.9272143,1234.002747,7038.182954,2615.476121,0,0,7915.389132,4750.35246,1642.094015,989.3234187,61200.58588,11918.32555,0,0,0,0,0,0,0,18012.86947,4232.306289,178.1081042,1793.889974,34287116.4,180888.3215,610231.6618,520870.9652,70784.14985,243784.5086,851280.3227,12664.5256,8105.146485,1658.583638,977352.6081,1835.58038,45481.87143,3853.214527,53565.80915,38276.67703,4264.403061,15079.53621,14671.19831,17206.17417,318623.7394,1319.850932,20074.1741,19924.6199,87374.82761,11012.53282,2853.942058,75876.36413,3294.234479,20625.96906,3728.051209,15754.885,24647.97628,9767.335521,1438.525952,524.1183622,1501.22798,12303.75812,569.2552472,32.03322803,201.5093702,2936.505729,36.68941303,19.15545151,838.0813636,0,0,376.0971852,0,637150.9959,157838.8766,185.2769786,0,0,0,89709.17874,122429.4206,36587.04623,0,728.7346314,12331.83029,232.0554485,0,0,0,0,17283.89462,24899.6262,0,0,306.4042083,0,3558.925183,200.8452368,704.4557288,1806.132973,0,0,14750.96593,12834.54622,0,4364.562266,0,4.510590239,0,9931.482791,22409.16255
08009,0,0,0,0,0,0,0,0,614117.613,7004.414258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18413.78619,5907.098841,1256063.049,1295505.117,3934058.622,437482.634,64905.32772,1582.592662,1020732.862,46932.12294,7391.784161,153955.4389,6856.859573,111321.7234,21655.24859,1135.496333,66942.13945,2982.556466,5540.185097,50038.59192,843.9136013,239841.2534,417.710645,0,0,11677.40157,0,532.8168083,3195.931311,0,0,1346.576628,0,6354.835364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.9133227,0,1370.093831,3073.409126,0,0,0,0,0,0,0,0,0
