,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,023,024,025,026,027,028,029,030,031,032,033,034,035,036,037,038,039,040,041,042,043,044,045,046,047,048,049,050,051,052,053,054,055,056,057,058,059,060,061,062,063,064,065,066,067,068,069,070,071,072,073,074,075,076,077,078,079,080,081,082,083,084,085,086,087,088,089,090,091,092,093,094,095,096,097,098,099,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
021,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,192842 ,971326 ,163164 ,35426 ,273894 ,218631 ,267914 ,324102 ,444526 ,510480 ,1576316 ,116435 ,780525 ,6310 ,30046 ,3685 ,5081 ,8857 ,14191 ,0 ,0 ,0 ,1793 ,3435 ,0 ,0 ,0 ,6 ,14483 ,1868 ,542 ,1368 ,1342 ,23244 ,650 ,54987 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,23421 ,262 ,0 ,0 ,0 ,0 ,2214 ,123395 ,44265 ,947 ,78127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1354069 ,0 ,0 ,0 ,0 ,0 ,0 ,61918 ,0 ,0 ,0 ,0 ,0 ,0 ,268223 ,0 ,278437 ,243238 ,0 ,0 ,0 ,0 ,0 ,3771 ,125213 ,0 
022,25676 ,1775 ,15942 ,3394 ,27014 ,357 ,1520 ,149 ,224 ,0 ,0 ,39859 ,0 ,0 ,5278 ,9443 ,37407 ,10645 ,14693 ,32101 ,73534 ,2205107 ,617056 ,4940 ,276323 ,38606 ,53224 ,92777 ,148658 ,0 ,1263 ,0 ,2998 ,9472 ,0 ,509 ,510086 ,23 ,181534 ,1416 ,17423 ,37285 ,9976 ,137483 ,439059 ,254219 ,38397 ,0 ,3821 ,0 ,0 ,0 ,805 ,806 ,1698 ,1480 ,0 ,56 ,0 ,0 ,1221 ,923 ,360 ,316 ,505 ,0 ,377 ,3968 ,249 ,0 ,0 ,1335 ,279 ,0 ,0 ,591 ,457 ,519 ,0 ,0 ,491 ,133 ,216 ,111 ,40873 ,61 ,804 ,589 ,134 ,2352 ,0 ,579 ,50 ,0 ,954168 ,2521 ,0 ,491 ,3019 ,57182 ,0 ,0 ,220 ,0 ,0 ,0 ,0 ,36605 ,1345341 ,6445904 ,8941 ,12925 ,1023 ,0 ,36392 ,1476 ,29009 ,1402 ,437 ,8632 ,6650 ,7168 ,12252 ,528306 ,739700 ,131619 ,639704 ,238 ,91 ,0 ,21330 ,60917 ,257 ,584505 ,0 
023,1596 ,2422 ,1007 ,309 ,7340 ,10764 ,49671 ,26200 ,19431 ,30827 ,35230 ,33398 ,35845 ,6995 ,40227 ,794 ,89564 ,2337 ,29558 ,3336 ,6935 ,6554 ,1393861 ,79171 ,135566 ,37045 ,37058 ,43004 ,82407 ,148340 ,119961 ,75897 ,70758 ,102011 ,68046 ,49589 ,272214 ,54419 ,149088 ,46214 ,17901 ,40151 ,101646 ,89713 ,49025 ,115539 ,53386 ,53445 ,161111 ,98468 ,55880 ,81584 ,61152 ,38101 ,40190 ,30035 ,50946 ,120324 ,436589 ,31662 ,201903 ,158181 ,262632 ,47902 ,44221 ,40671 ,54886 ,178139 ,59267 ,41630 ,23993 ,74626 ,42752 ,325621 ,50033 ,39499 ,47358 ,62381 ,87930 ,210678 ,76648 ,99916 ,13809 ,178420 ,182580 ,49695 ,9348 ,32561 ,24692 ,80936 ,2489 ,302443 ,14400 ,16616 ,394500 ,53157 ,80026 ,4583 ,465691 ,113359 ,14085 ,20078 ,3948 ,3735 ,15250 ,7488 ,7813 ,342429 ,895023 ,2643208 ,42153 ,11006 ,53985 ,2876 ,506505 ,21516 ,12624 ,1190 ,1075 ,2549 ,643 ,13944 ,23833 ,54748 ,62858 ,150689 ,19063 ,2766 ,2466 ,57674 ,74285 ,66646 ,7847 ,584786 ,140095 
024,0 ,0 ,0 ,0 ,25098 ,183690 ,135986 ,64937 ,38690 ,80197 ,51553 ,61874 ,74350 ,13171 ,82851 ,37474 ,72998 ,23902 ,31571 ,17274 ,52926 ,45678 ,39510 ,2468090 ,182899 ,37800 ,36758 ,44279 ,80049 ,174688 ,108019 ,111805 ,72710 ,125149 ,59822 ,53455 ,341396 ,52308 ,143191 ,50251 ,15384 ,56781 ,134852 ,118259 ,35934 ,83556 ,73228 ,69775 ,178905 ,90749 ,51941 ,66658 ,60213 ,19961 ,29023 ,24732 ,41724 ,96248 ,402297 ,27006 ,192539 ,186113 ,262849 ,42952 ,40591 ,40544 ,65444 ,221577 ,80482 ,37350 ,25140 ,76304 ,19493 ,373200 ,44777 ,67414 ,44386 ,102318 ,119235 ,111746 ,69554 ,113048 ,16071 ,211346 ,235073 ,60928 ,11761 ,48256 ,28431 ,103411 ,37895 ,633511 ,21534 ,16218 ,1073036 ,67063 ,184033 ,37747 ,122680 ,44375 ,7242 ,70307 ,16446 ,11353 ,128886 ,15491 ,23311 ,1023538 ,299889 ,1378810 ,263102 ,67700 ,237388 ,3686 ,179814 ,25089 ,32176 ,47636 ,14202 ,9568 ,7623 ,7626 ,16229 ,70277 ,66838 ,207556 ,175719 ,3479 ,3007 ,12870 ,19305 ,12181 ,3171 ,515099 ,277626 
025,3599 ,3597 ,3941 ,271 ,33155 ,8730 ,10061 ,7139 ,16093 ,15263 ,33217 ,26334 ,29039 ,3617 ,2969 ,1074 ,34573 ,4117 ,5832 ,11604 ,12971 ,10698 ,1919 ,3164 ,41287582 ,392769 ,615015 ,9784410 ,17093671 ,32288316 ,2511792 ,68306 ,599152 ,43307 ,17865 ,849837 ,823 ,11953 ,208108 ,58605 ,5564 ,71535 ,86438 ,138505 ,9924 ,252984 ,356410 ,735896 ,802836 ,167355 ,13737 ,53200 ,76149 ,10450 ,15472 ,33420 ,1520 ,550 ,4661 ,1234 ,25172 ,10596 ,47251 ,13037 ,10313 ,14031 ,16921 ,129996 ,24666 ,20451 ,4271 ,98482 ,7662 ,125989 ,1170 ,24979 ,6906 ,34378 ,46291 ,50042 ,21965 ,23642 ,4882 ,6797 ,12655 ,2652 ,1204 ,20028 ,8960 ,2949048 ,4539 ,11062 ,831 ,1071 ,58993 ,10363 ,0 ,0 ,0 ,3091 ,0 ,0 ,0 ,0 ,0 ,155 ,0 ,57241 ,0 ,67690 ,0 ,0 ,0 ,1944 ,46541 ,595 ,12984 ,557 ,147 ,2783 ,3844 ,12528 ,21747 ,284317 ,38916 ,266588 ,798000 ,350 ,275 ,12075 ,14382 ,8257 ,134 ,10958 ,663666 
026,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2616009 ,0 ,2688221 ,2682602 ,7597251 ,232145 ,0 ,28254 ,3713 ,0 ,59101 ,0 ,0 ,3479 ,1009 ,0 ,0 ,2429 ,3837 ,786 ,401 ,10334 ,6634 ,48342 ,0 ,0 ,307 ,0 ,247 ,111 ,0 ,0 ,0 ,0 ,0 ,4148 ,560 ,60723 ,73 ,3738 ,0 ,0 ,9192 ,502 ,267 ,126 ,1061 ,405 ,17005 ,0 ,348 ,3850 ,3788 ,12740 ,4716 ,6346 ,193 ,121 ,1471 ,4240 ,798 ,69 ,11613 ,0 ,358470 ,341 ,41 ,0 ,0 ,7171 ,3361 ,24330 ,70 ,778 ,235 ,0 ,0 ,1618 ,0 ,184 ,2055 ,2144 ,4660 ,1169 ,0 ,5938 ,1450 ,122 ,546 ,25830 ,85 ,116959 ,4582 ,1428 ,125 ,96 ,1628 ,2782 ,85 ,119 ,88983 ,10583 ,117 ,45 ,0 ,18436 ,21674 ,41 ,11939 ,22673 
027,0 ,0 ,0 ,0 ,0 ,7051 ,121 ,4744 ,1326 ,3659 ,5208 ,897 ,4019 ,173 ,386 ,116 ,0 ,0 ,0 ,18 ,332 ,79 ,350 ,231 ,1173358 ,133282 ,4642766 ,2118561 ,1540563 ,6519436 ,22548 ,8013 ,17371 ,558501 ,3715 ,62319 ,0 ,0 ,4440 ,1811 ,2115 ,2671 ,19322 ,1650 ,103 ,5325 ,8737 ,2195 ,1134 ,864 ,2156 ,1631 ,41614 ,959 ,869 ,1462 ,233 ,0 ,548 ,122 ,845 ,290 ,98574 ,525 ,331 ,208 ,430 ,11697 ,472 ,1521 ,169 ,11620 ,78 ,11666 ,2558 ,981 ,5018 ,15095 ,16599 ,10173 ,8137 ,686 ,119 ,322 ,26108 ,163 ,17 ,19591 ,111 ,1219363 ,0 ,41 ,1 ,61 ,13205 ,2958 ,23 ,0 ,262 ,2 ,0 ,0 ,769 ,4 ,0 ,0 ,0 ,326710 ,686 ,0 ,0 ,0 ,13 ,610 ,1701 ,0 ,10129 ,463 ,144 ,487 ,375 ,0 ,0 ,309113 ,432801 ,8425 ,625 ,3 ,1 ,0 ,7278 ,4155 ,0 ,4 ,9730 
028,3818 ,2261 ,4055 ,24 ,3227 ,7850 ,61689 ,790 ,1574 ,1203 ,141 ,62 ,261 ,3762 ,219 ,278 ,349 ,420 ,191 ,91 ,708 ,925 ,557 ,654 ,2116182 ,217139 ,168691 ,2818449 ,938496 ,5962059 ,1212592 ,14049 ,346150 ,569343 ,3026 ,449432 ,15 ,189 ,9934 ,3179 ,1401 ,17344 ,8860 ,12639 ,2203 ,30816 ,153116 ,503775 ,488263 ,2531 ,658 ,52947 ,1955 ,312 ,1436 ,290 ,198 ,0 ,0 ,62 ,3622 ,1661 ,46973 ,389 ,1825 ,860 ,5760 ,3204 ,4341 ,730 ,371 ,72107 ,13029 ,255253 ,8500 ,20560 ,9834 ,26292 ,49458 ,77673 ,20050 ,3936 ,354 ,163 ,3145 ,427 ,0 ,511 ,334 ,743047 ,0 ,2706 ,226 ,2358 ,250720 ,33595 ,16184 ,4452 ,68520 ,130078 ,207 ,56936 ,7915 ,8711 ,1725 ,0 ,0 ,25311 ,723777 ,6138 ,5658 ,5116 ,108257 ,1274 ,1264070 ,122 ,99365 ,12911 ,190 ,2131 ,300 ,8334 ,19232 ,185706 ,129319 ,0 ,5792 ,0 ,123 ,517 ,2350 ,9241 ,1568 ,13439 ,6857 
029,1632 ,3213 ,334 ,4863 ,1128 ,6593 ,7251 ,543 ,5509 ,2636 ,3271 ,5644 ,569 ,48 ,459 ,21 ,451 ,265 ,481 ,225 ,1186 ,568 ,178 ,351 ,307170 ,57126 ,176782 ,724048 ,2291027 ,2315813 ,550033 ,6311 ,56957 ,16620 ,2453 ,111654 ,0 ,226 ,6034 ,5435 ,645 ,2634 ,2527 ,8275 ,978 ,1777 ,23595 ,26155 ,301714 ,4953 ,796 ,751 ,4722 ,476 ,2197 ,395 ,355 ,0 ,570 ,243 ,1321 ,2160 ,3689 ,0 ,55 ,0 ,0 ,3670 ,978 ,725 ,272 ,9705 ,439 ,61947 ,117 ,538 ,4449 ,13083 ,14288 ,12501 ,7532 ,0 ,0 ,0 ,550 ,0 ,0 ,158 ,0 ,227903 ,133 ,1325 ,28 ,140 ,113099 ,2780 ,1130 ,167 ,0 ,0 ,0 ,0 ,0 ,0 ,3374 ,0 ,0 ,28745 ,1677 ,3001 ,1880 ,2501 ,1140 ,125 ,0 ,0 ,1080 ,225 ,62 ,0 ,0 ,67 ,0 ,2410 ,477 ,0 ,24156 ,0 ,291 ,72 ,0 ,73 ,18 ,0 ,0 
030,1581 ,13241 ,1395 ,221 ,30795 ,386533 ,350265 ,92436 ,173665 ,169026 ,27035 ,10699 ,12369 ,5122 ,13839 ,14989 ,26959 ,15792 ,16647 ,26839 ,68510 ,86730 ,58106 ,137682 ,512854 ,71343 ,111963 ,183172 ,522971 ,2528420 ,819471 ,141357 ,90112 ,86025 ,69281 ,96617 ,48087 ,63404 ,164778 ,70781 ,21733 ,75971 ,42178 ,138103 ,19566 ,89587 ,33169 ,109231 ,160681 ,271329 ,34344 ,54794 ,97091 ,38897 ,59391 ,19114 ,52933 ,95768 ,691757 ,28679 ,289527 ,167625 ,492082 ,70384 ,68567 ,41300 ,45590 ,271360 ,78331 ,40992 ,38929 ,99749 ,41311 ,413373 ,84652 ,54380 ,61878 ,63159 ,41537 ,94786 ,71553 ,216151 ,39511 ,43381 ,229866 ,15887 ,15436 ,85124 ,22632 ,171318 ,7842 ,1020849 ,109001 ,62625 ,2215658 ,240554 ,517394 ,77088 ,546706 ,210231 ,4124 ,406676 ,2448 ,43321 ,153216 ,1208 ,2818 ,3076393 ,319514 ,194028 ,261074 ,164765 ,454265 ,6294 ,1318739 ,29990 ,95759 ,45860 ,4150 ,18218 ,7937 ,83345 ,129360 ,316750 ,272187 ,202182 ,1106690 ,1917 ,18505 ,6701 ,402155 ,267003 ,87111 ,68665 ,1891894 
031,3993 ,3285 ,21689 ,368 ,125914 ,2169 ,17825 ,1562 ,1810 ,67 ,0 ,916 ,506 ,0 ,9016 ,0 ,442 ,91 ,230 ,186 ,482 ,582 ,286 ,23 ,1085013 ,168181 ,249100 ,483986 ,822484 ,4327051 ,20435839 ,19249 ,1886686 ,91703 ,2451 ,772814 ,31 ,456 ,21435 ,5857 ,3410 ,11807 ,13640 ,22448 ,53363 ,3288 ,34487 ,196516 ,132157 ,1319 ,957 ,1385 ,5797 ,1425 ,634 ,468 ,121 ,0 ,0 ,0 ,0 ,0 ,6715 ,123 ,225 ,786 ,504 ,1154 ,3128 ,1398 ,2553 ,34976 ,3043 ,2637503 ,120 ,8754 ,19341 ,51800 ,68566 ,31256 ,32188 ,13 ,430 ,100256 ,3849 ,1501 ,1106 ,15146 ,12780 ,734064 ,0 ,123 ,28 ,22 ,22650 ,6741 ,1160 ,344 ,4485 ,1465 ,0 ,3116 ,81 ,0 ,13848 ,310 ,241 ,1871 ,1147 ,2053 ,964 ,2567 ,9756 ,298 ,2372 ,0 ,129 ,1157 ,64 ,93 ,1762 ,69 ,4046 ,55648 ,33783 ,41617 ,25497 ,38 ,0 ,5481 ,103 ,377 ,23130 ,83 ,512743 
032,90227 ,13593 ,52247 ,52699 ,18335 ,717537 ,75994 ,133251 ,36741 ,60328 ,11781 ,13964 ,9144 ,1259 ,19461 ,9609 ,31696 ,6499 ,26369 ,6402 ,86450 ,33005 ,26878 ,2065 ,89646 ,6333 ,5816 ,24485 ,33406 ,128759 ,53223 ,18968995 ,12505992 ,1468687 ,190729 ,1420209 ,32724 ,18307 ,75197 ,24066 ,9969 ,24333 ,49427 ,120355 ,38203 ,45849 ,72312 ,20307 ,226881 ,268953 ,190973 ,331473 ,269724 ,130346 ,133361 ,78735 ,6204 ,7814 ,150154 ,9587 ,43813 ,131267 ,2425714 ,82260 ,111294 ,71803 ,112145 ,359112 ,68256 ,40826 ,22402 ,197648 ,70306 ,400508 ,95256 ,128506 ,88826 ,186528 ,148679 ,80696 ,90060 ,87798 ,57707 ,87120 ,166101 ,30423 ,7517 ,77935 ,23028 ,1459918 ,5683 ,70466 ,4254 ,8071 ,10302921 ,32038 ,99746 ,0 ,53161 ,0 ,0 ,0 ,241 ,0 ,5989 ,921 ,0 ,54456 ,1134 ,100452 ,0 ,0 ,746 ,0 ,21105 ,0 ,31873 ,8461 ,4595 ,8362 ,37240 ,37502 ,104268 ,72125 ,6776 ,1344017 ,744401 ,17603 ,6874 ,5931 ,268366 ,107080 ,16333 ,14647 ,1189302 
033,112513 ,20013 ,31830 ,67668 ,33196 ,104027 ,315494 ,15354 ,14339 ,12201 ,10565 ,4196 ,1634 ,470 ,7086 ,4840 ,16123 ,4588 ,6333 ,4655 ,15594 ,41091 ,13272 ,28640 ,16098 ,8522 ,3927 ,6848 ,11284 ,89295 ,41160 ,119961 ,265155 ,18948 ,24673 ,40674 ,22219 ,8636 ,12115 ,8717 ,4614 ,8635 ,10681 ,25928 ,6617 ,59466 ,4566 ,34700 ,46225 ,12726 ,440 ,396 ,20218 ,7110 ,5714 ,8567 ,2220 ,2868 ,20782 ,816 ,9478 ,12522 ,224642 ,12393 ,13355 ,2936 ,306 ,79951 ,1033 ,175 ,4450 ,16293 ,19861 ,2224908 ,48404 ,19811 ,8432 ,648 ,225 ,12954 ,12315 ,57357 ,77 ,9178 ,33300 ,38849 ,4079 ,17807 ,5037 ,361429 ,69 ,117805 ,7016 ,10451 ,658086 ,24775 ,63402 ,8344 ,16635 ,11481 ,1363 ,25284 ,902 ,29583 ,66535 ,4111 ,5981 ,1131633 ,42071 ,133657 ,53468 ,103122 ,122231 ,1966 ,243150 ,5179 ,9886 ,24105 ,1142 ,5355 ,4118 ,11687 ,9215 ,930188 ,83609 ,1276272 ,387048 ,307 ,166 ,38929 ,59352 ,12572 ,4818 ,12505 ,2442464 
034,84446 ,11288 ,3349 ,17403 ,7097 ,27022 ,29608 ,4412 ,6306 ,31171 ,32775 ,22637 ,113282 ,7698 ,254219 ,142675 ,427747 ,217223 ,743271 ,177475 ,528156 ,472925 ,370872 ,2973725 ,713222 ,77809 ,77492 ,497872 ,705245 ,1167431 ,787758 ,949694 ,495122 ,23819254 ,13871827 ,1704792 ,28295 ,4499 ,94612 ,21136 ,124408 ,123654 ,123133 ,960595 ,993141 ,1581912 ,521569 ,271519 ,1580479 ,2235806 ,204412 ,539999 ,691373 ,475586 ,259833 ,50891 ,2089 ,2070 ,75759 ,3182 ,25566 ,115757 ,1301770 ,81010 ,63020 ,36930 ,133497 ,587745 ,21957 ,48157 ,18899 ,316504 ,8643 ,546069 ,7986 ,275491 ,135730 ,358017 ,204706 ,976311 ,742324 ,488530 ,58296 ,1068339 ,828618 ,216880 ,85830 ,190069 ,143672 ,1026510 ,1207 ,37070 ,1285 ,3516 ,524568 ,17474 ,38514 ,7719 ,8664 ,7967 ,2033 ,35505 ,1507 ,7461 ,125955 ,168433 ,214556 ,485801 ,149021 ,372938 ,973704 ,956591 ,176349 ,1540 ,4829893 ,477 ,14360 ,166283 ,49072 ,18975 ,3963 ,4589 ,4661 ,247202 ,333786 ,1975245 ,579056 ,2393 ,484 ,908536 ,5708 ,9203 ,689 ,2998 ,1764277 
035,83481 ,24416 ,26612 ,91063 ,59905 ,77020 ,159333 ,60074 ,37332 ,45741 ,17552 ,40080 ,172817 ,4387 ,27505 ,18224 ,298480 ,3991 ,19334 ,4413 ,26623 ,327793 ,341852 ,908723 ,113445 ,20685 ,12640 ,29601 ,66027 ,447472 ,87981 ,80543 ,111390 ,793546 ,1496565 ,192894 ,67918 ,21731 ,62250 ,25657 ,16255 ,32827 ,40224 ,129653 ,179021 ,601437 ,39917 ,10657 ,258641 ,209052 ,115011 ,180373 ,45032 ,68799 ,13122 ,10709 ,9962 ,12765 ,101249 ,6722 ,86926 ,73530 ,196482 ,38348 ,36667 ,7428 ,15471 ,43697 ,14534 ,6978 ,11101 ,78903 ,15509 ,153157 ,6628 ,67452 ,39898 ,25759 ,15687 ,140749 ,90760 ,192949 ,9203 ,94887 ,154016 ,49151 ,19369 ,148504 ,38056 ,146239 ,1521 ,545781 ,17432 ,27072 ,220599 ,18580 ,433379 ,32123 ,17251 ,19095 ,4317 ,46027 ,2526 ,161692 ,437779 ,449064 ,766330 ,4195092 ,41644 ,44487 ,775571 ,1078544 ,175072 ,96545 ,4449483 ,53343 ,100164 ,78518 ,175432 ,28135 ,24515 ,13292 ,44995 ,769334 ,60014 ,2856902 ,657595 ,47270 ,7174 ,1482120 ,380231 ,93251 ,17232 ,66761 ,4552280 
036,6868 ,6353 ,3104 ,2267 ,703 ,26054 ,32669 ,4186 ,15298 ,10935 ,1283 ,2403 ,6202 ,2420 ,8313 ,8916 ,2370 ,8568 ,7514 ,7504 ,38104 ,5211 ,2383 ,1130 ,9589 ,4590 ,1491 ,6581 ,5627 ,11761 ,5521 ,6359 ,11245 ,5095 ,6867 ,736925 ,12243 ,11629 ,36799 ,13093 ,6180 ,13305 ,15854 ,23467 ,16841 ,110922 ,18504 ,27384 ,82384 ,10930 ,20557 ,27498 ,22074 ,16720 ,14558 ,12800 ,4976 ,7279 ,9788 ,3189 ,22472 ,14562 ,106441 ,4088 ,9961 ,8384 ,14331 ,7996 ,6906 ,13793 ,2833 ,4670 ,2430 ,7071 ,4205 ,6361 ,3772 ,14971 ,46453 ,4598 ,16973 ,12137 ,7224 ,38198 ,62414 ,8126 ,2325 ,7957 ,11944 ,103585 ,6664 ,5571 ,5813 ,2680 ,291078 ,10238 ,57297 ,17101 ,24172 ,14114 ,4851 ,66644 ,3874 ,4420 ,8789 ,10216 ,12524 ,402555 ,18613 ,37817 ,310406 ,916327 ,250966 ,3038 ,632641 ,2309 ,24157 ,8564 ,26140 ,3177 ,1192 ,2776 ,5604 ,100155 ,71290 ,1261130 ,657903 ,328 ,1410 ,22912 ,49422 ,33920 ,78725 ,69391 ,665517 
037,1956281 ,157024 ,322755 ,990415 ,516185 ,1355775 ,3595764 ,1768584 ,1879111 ,1558528 ,71534 ,62710 ,66916 ,18325 ,69251 ,132922 ,73562 ,55296 ,62772 ,66217 ,332073 ,119052 ,88772 ,76243 ,444985 ,61733 ,62033 ,133374 ,179630 ,613883 ,454133 ,411873 ,185795 ,478605 ,180222 ,118270 ,10999316 ,589453 ,6987312 ,861681 ,305558 ,1919634 ,19025709 ,2760908 ,348078 ,168547 ,2043369 ,485242 ,661108 ,801041 ,819608 ,1289884 ,1541203 ,629702 ,213028 ,639779 ,97307 ,383512 ,5498448 ,49381 ,2404482 ,308871 ,645038 ,111953 ,119452 ,126565 ,163688 ,775656 ,208813 ,120492 ,106839 ,221827 ,56930 ,823692 ,241891 ,221195 ,85311 ,676477 ,135050 ,198064 ,124335 ,191303 ,48274 ,183574 ,547765 ,51878 ,23623 ,122430 ,25933 ,341370 ,61692 ,12740928 ,127991 ,101121 ,11748126 ,2333156 ,17940051 ,3620397 ,16614938 ,8208650 ,336658 ,9981985 ,40620 ,247143 ,130336 ,4768 ,25358 ,1277366 ,484061 ,423038 ,515378 ,703373 ,1338452 ,253535 ,2534678 ,650009 ,112186 ,263091 ,135350 ,435108 ,51074 ,403605 ,164445 ,1034865 ,704808 ,1701348 ,513564 ,27689 ,33940 ,39703 ,125441 ,75614 ,31706 ,21705 ,3567216 
038,0 ,0 ,0 ,0 ,0 ,0 ,0 ,90358 ,30419 ,0 ,0 ,0 ,0 ,4186 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,554369 ,1482701 ,296298 ,3190 ,23673 ,96006 ,1890108 ,0 ,0 ,0 ,4696 ,0 ,56586 ,120515 ,348771 ,0 ,0 ,189120 ,288340 ,4294541 ,4109712 ,9344810 ,738984 ,861945 ,35670 ,1068100 ,62252 ,106493 ,29783 ,606726 ,633259 ,141659 ,100420 ,74404 ,245584 ,4885 ,73984 ,1821 ,7401 ,7772 ,7374 ,11839 ,6165 ,5470 ,146 ,92 ,122 ,1009 ,0 ,26 ,2528 ,0 ,104787 ,17006 ,7122 ,111722 ,0 ,921951 ,1009 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,618 ,1751 ,0 ,84 ,65 ,11757 ,0 ,6796 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
039,4873 ,433 ,419 ,337 ,698 ,99980 ,967633 ,482232 ,377983 ,641762 ,5059 ,238602 ,20180 ,34874 ,4388 ,38972 ,21093 ,948 ,69499 ,140542 ,179628 ,22197 ,156044 ,1547 ,930576 ,33010 ,497685 ,59003 ,186427 ,132109 ,613041 ,2191145 ,331230 ,4801988 ,194757 ,264964 ,1164965 ,147466 ,15321462 ,3365275 ,3047038 ,5106302 ,15642494 ,16999819 ,2396601 ,3487685 ,4495332 ,1658014 ,6619424 ,290657 ,208126 ,1112152 ,3554823 ,387908 ,161769 ,158894 ,15377 ,367427 ,375619 ,95601 ,3786801 ,255506 ,987017 ,22524 ,21128 ,11807 ,52369 ,186770 ,49855 ,45069 ,25340 ,400944 ,25144 ,523347 ,80316 ,122937 ,41936 ,82160 ,398936 ,230873 ,295729 ,18074 ,28985 ,153075 ,1711497 ,58841 ,43551 ,35979 ,79673 ,459232 ,250664 ,426706 ,26371 ,93281 ,293701 ,9793 ,0 ,13320 ,9919 ,0 ,207 ,5678 ,57717 ,0 ,0 ,0 ,0 ,0 ,0 ,10807 ,0 ,0 ,165278 ,720 ,2374 ,0 ,201586 ,80244 ,7152 ,3604 ,598 ,11127 ,24748 ,254443 ,451136 ,257859 ,68161 ,0 ,18 ,12169 ,102 ,225 ,216 ,0 ,0 
040,27181176 ,643200 ,11008 ,10268 ,8856 ,0 ,375 ,0 ,0 ,0 ,0 ,11302 ,0 ,0 ,0 ,0 ,3976 ,0 ,0 ,0 ,0 ,682 ,860 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,396814 ,0 ,10117 ,0 ,0 ,0 ,0 ,406498 ,4951210 ,32633 ,80026 ,74752 ,91717 ,24016 ,25240 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1190 ,0 ,0 ,0 ,514 ,14 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11235 ,7328 ,630 ,368 ,50 ,1026 ,26919 ,22852 ,40713 ,18631 ,0 ,0 ,0 ,0 ,0 ,0 ,169 ,0 ,0 
041,4436738 ,484379 ,37790 ,8969 ,109876 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,17728 ,1600053 ,160758 ,485245 ,441270 ,128118 ,19880 ,3236 ,7680 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1085 ,0 ,0 ,0 ,0 ,2089 ,0 ,1195 ,0 ,0 ,0 ,516 ,14436 ,0 ,0 ,0 ,0 ,1582062 ,407 ,9318 ,0 ,0 ,14922 ,85 ,131963 ,0 ,18704 ,20704 ,633 ,369 ,21780 ,2748 ,54538 ,22931 ,40854 ,18748 ,5773 ,29 ,11 ,2575 ,0 ,0 ,107 ,0 ,0 
