,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,023,024,025,026,027,028,029,030,031,032,033,034,035,036,037,038,039,040,041,042,043,044,045,046,047,048,049,050,051,052,053,054,055,056,057,058,059,060,061,062,063,064,065,066,067,068,069,070,071,072,073,074,075,076,077,078,079,080,081,082,083,084,085,086,087,088,089,090,091,092,093,094,095,096,097,098,099,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
063,792746 ,185974 ,91853 ,129840 ,140656 ,2207797 ,789084 ,915099 ,521352 ,354264 ,48722 ,38819 ,67470 ,18298 ,66521 ,181516 ,329061 ,85487 ,150848 ,107884 ,180501 ,184245 ,438241 ,63640 ,243240 ,22048 ,33978 ,37049 ,129720 ,314136 ,459368 ,1273019 ,1477607 ,509585 ,339768 ,1419863 ,671828 ,182459 ,614750 ,162868 ,125081 ,700354 ,308091 ,884594 ,129591 ,377430 ,76194 ,1024557 ,730145 ,2631991 ,511275 ,1412676 ,1172136 ,168450 ,300091 ,189177 ,91853 ,437723 ,3799076 ,163395 ,1160786 ,675618 ,22182910 ,742544 ,522611 ,1107300 ,1667068 ,5587141 ,3278768 ,687149 ,361002 ,2732947 ,345447 ,2980789 ,456107 ,1616259 ,1040240 ,3496383 ,2548028 ,4023859 ,1327082 ,1956322 ,379774 ,2024923 ,5139443 ,886283 ,152205 ,1168601 ,735169 ,3094805 ,48026 ,1438904 ,91409 ,338114 ,22724054 ,62020 ,109150 ,33781 ,67556 ,10202 ,2846 ,739205 ,84863 ,4616 ,86544 ,26937 ,43792 ,152211 ,45290 ,186154 ,98389 ,30193 ,1118351 ,89832 ,2616340 ,120 ,312323 ,159489 ,385289 ,282498 ,58097 ,28844 ,22953 ,109821 ,378990 ,458810 ,313062 ,5804 ,2394 ,19897 ,110153 ,9131 ,7071 ,18106 ,210253 
064,88 ,995 ,0 ,104 ,11386 ,115013 ,103899 ,71637 ,26774 ,59204 ,5568 ,6717 ,5287 ,3538 ,7732 ,3604 ,9469 ,2458 ,3516 ,2814 ,10387 ,13561 ,5611 ,13683 ,18944 ,3397 ,2960 ,4565 ,8671 ,15891 ,4320 ,32514 ,14171 ,49201 ,13488 ,3366 ,31256 ,8318 ,29990 ,25834 ,2425 ,11707 ,22793 ,17376 ,1903 ,9461 ,7722 ,17836 ,18417 ,66222 ,34843 ,50481 ,25140 ,14842 ,18444 ,15650 ,12648 ,114830 ,256893 ,4598 ,222300 ,16822 ,177102 ,4819301 ,21039 ,135557 ,242394 ,1547730 ,473850 ,360482 ,834373 ,683664 ,165275 ,3074056 ,1621154 ,3986878 ,135402 ,52153 ,14004 ,20015 ,21635 ,19251 ,5074 ,18533 ,131341 ,4484 ,5806 ,49746 ,29484 ,9506 ,0 ,760297 ,14638 ,26120 ,0 ,7056 ,16850 ,35092 ,5218 ,152 ,7990 ,23847 ,6440 ,0 ,0 ,12163 ,12691 ,367174 ,888 ,42527 ,0 ,0 ,18968 ,2152 ,124 ,0 ,4962 ,4568 ,1423 ,254 ,195 ,3729 ,6374 ,9522 ,13332 ,212307 ,55867 ,201 ,77 ,0 ,4414 ,2519 ,478 ,0 ,57117 
065,0 ,525 ,0 ,0 ,260 ,123224 ,87286 ,68866 ,38045 ,51154 ,2575 ,1619 ,483 ,1550 ,1344 ,1167 ,6174 ,1329 ,1335 ,1148 ,4880 ,12269 ,2786 ,12211 ,56899 ,10905 ,5998 ,10728 ,17304 ,31439 ,19108 ,26861 ,22809 ,42106 ,22968 ,13253 ,45359 ,3988 ,49155 ,17688 ,3343 ,2528 ,27032 ,12591 ,1966 ,9585 ,6642 ,73486 ,25492 ,55149 ,33302 ,41935 ,19853 ,11419 ,19609 ,12869 ,7225 ,16343 ,1821605 ,3266 ,21853 ,28734 ,674002 ,622775 ,1645752 ,146623 ,197283 ,976441 ,270273 ,338577 ,414388 ,749108 ,76804 ,661492 ,81156 ,86471 ,605075 ,271643 ,22243 ,95344 ,17687 ,30950 ,10841 ,20659 ,137192 ,4977 ,6880 ,99081 ,24075 ,30967 ,2517 ,426060 ,16644 ,16194 ,78165 ,2775 ,1792 ,10837 ,37309 ,8687 ,24448 ,19045 ,5143 ,0 ,0 ,0 ,0 ,0 ,433 ,0 ,0 ,0 ,0 ,0 ,66796 ,119 ,3085 ,10593 ,3301 ,3168 ,1057 ,4701 ,8035 ,14482 ,20276 ,75164 ,25848 ,0 ,0 ,0 ,3433 ,1960 ,942 ,172 ,19981 
066,0 ,0 ,0 ,0 ,0 ,387040 ,310641 ,113897 ,52971 ,92189 ,5105 ,5030 ,4580 ,7217 ,6492 ,3301 ,6887 ,1717 ,1828 ,1777 ,6893 ,7320 ,3261 ,22448 ,27271 ,4573 ,4426 ,7402 ,13690 ,31108 ,18527 ,26222 ,8640 ,115288 ,11609 ,4226 ,44905 ,4938 ,42028 ,21575 ,3370 ,7292 ,32960 ,28405 ,4629 ,11857 ,13487 ,133080 ,37342 ,55298 ,31133 ,28046 ,12593 ,6468 ,6854 ,6369 ,43078 ,67458 ,385104 ,16338 ,123798 ,93037 ,138250 ,20428 ,13170 ,2156506 ,25378 ,78338 ,20979 ,13281 ,4702 ,51493 ,7966 ,354321 ,56559 ,24705 ,6751 ,7627 ,8281 ,5934 ,7903 ,11919 ,3232 ,3013 ,24434 ,1449 ,1580 ,5352 ,1667 ,7517 ,1954 ,63580 ,1617 ,3544 ,2170095 ,16723 ,14928 ,0 ,10308 ,9852 ,0 ,850454 ,42102 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
067,28453 ,3058 ,538 ,1045 ,1470 ,358514 ,646510 ,217438 ,84154 ,104982 ,9094 ,11359 ,8061 ,7597 ,9362 ,4935 ,10293 ,1513 ,2818 ,4933 ,6632 ,38994 ,4366 ,18847 ,31027 ,4561 ,4825 ,8087 ,14321 ,44912 ,16903 ,51336 ,28858 ,106677 ,26916 ,11837 ,505277 ,10801 ,429450 ,48647 ,14655 ,54130 ,178576 ,170032 ,33202 ,52106 ,8426 ,60573 ,61859 ,75652 ,43436 ,67199 ,59307 ,47078 ,24311 ,21079 ,8415 ,15053 ,741102 ,6097 ,31580 ,195987 ,640271 ,950433 ,253652 ,553836 ,5812282 ,2186828 ,1613359 ,326887 ,188058 ,1034742 ,206546 ,5913719 ,396667 ,423971 ,95415 ,248653 ,32024 ,3091109 ,48547 ,9404 ,14000 ,7671 ,74436 ,3085 ,4134 ,164707 ,5101 ,21002 ,1973 ,252817 ,3755 ,14702 ,2416369 ,16340 ,66681 ,12163 ,44879 ,24692 ,2520 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
068,45268 ,25053 ,7751 ,62782 ,30870 ,2294161 ,1262469 ,875024 ,729731 ,538627 ,58075 ,42980 ,43208 ,22028 ,41666 ,49957 ,143374 ,10303 ,21639 ,14334 ,52825 ,161210 ,90999 ,46470 ,478024 ,54979 ,80563 ,115867 ,201191 ,180989 ,223951 ,396147 ,410469 ,694508 ,205278 ,314513 ,1210227 ,734012 ,1017364 ,907152 ,138698 ,175513 ,285638 ,607051 ,29729 ,232460 ,112649 ,464118 ,420098 ,2228066 ,205676 ,362336 ,269141 ,223524 ,127840 ,673689 ,294856 ,1182804 ,4838719 ,97853 ,1088202 ,712491 ,2663378 ,2920865 ,3747472 ,2287372 ,1639556 ,23505587 ,2945303 ,897694 ,992068 ,2926488 ,661266 ,8416281 ,1271695 ,2373440 ,2442346 ,2769353 ,927390 ,648600 ,282482 ,2957791 ,90091 ,145098 ,271948 ,153346 ,106567 ,456380 ,348948 ,120495 ,11795 ,1316744 ,34204 ,59131 ,7651251 ,193591 ,895671 ,350682 ,1714815 ,785667 ,56319 ,882803 ,115736 ,2494 ,604394 ,38884 ,0 ,443900 ,39551 ,114044 ,195765 ,6168 ,210524 ,13156 ,572251 ,0 ,57086 ,91925 ,1963 ,97616 ,47226 ,74029 ,175685 ,10322 ,1415 ,47216 ,823195 ,2901 ,11083 ,713 ,29524 ,20473 ,6131 ,42494 ,330568 
069,0 ,0 ,0 ,0 ,0 ,2289992 ,1592190 ,994566 ,766471 ,867165 ,4694 ,4331 ,4054 ,3714 ,5892 ,2652 ,6199 ,1527 ,1805 ,1509 ,6323 ,14515 ,4204 ,14449 ,19570 ,3452 ,3031 ,4959 ,9634 ,27887 ,5462 ,18856 ,14829 ,49779 ,14529 ,3704 ,44906 ,5038 ,30893 ,14914 ,2012 ,3109 ,27809 ,15001 ,2612 ,10618 ,8072 ,18174 ,19702 ,637229 ,26878 ,57130 ,19343 ,10010 ,13741 ,16154 ,581495 ,626682 ,2772695 ,130214 ,1206795 ,92008 ,3369392 ,17845 ,26859 ,155826 ,33601 ,268511 ,4576168 ,16153 ,6895 ,142877 ,15065 ,127149 ,145646 ,25928 ,10458 ,15658 ,15328 ,12943 ,11071 ,5972 ,5522 ,4537 ,49253 ,2356 ,1993 ,14347 ,2540 ,10332 ,1496 ,92858 ,2955 ,6582 ,4774124 ,1503 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
070,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,362361 ,158237 ,0 ,0 ,0 ,667726 ,71350 ,677940 ,185100 ,31719 ,78867 ,196695 ,261253 ,21830 ,177448 ,139669 ,299861 ,708345 ,174287 ,67030 ,80010 ,134720 ,24212 ,10335 ,9905 ,8689 ,18152 ,773827 ,45049 ,245584 ,238946 ,672606 ,36176 ,45984 ,34548 ,37193 ,88954 ,72989 ,1925510 ,4547 ,205439 ,9888 ,131080 ,37748 ,59504 ,102189 ,15617 ,0 ,0 ,13477 ,50006 ,8794 ,6906 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,258667 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
071,1697585 ,148311 ,221414 ,650528 ,115850 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2029642 ,0 ,0 ,0 ,99607 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
072,5181 ,3223 ,527 ,4884 ,51939 ,220423 ,1716115 ,168233 ,140127 ,502498 ,8756 ,10036 ,10432 ,5987 ,17653 ,5480 ,15065 ,2700 ,4630 ,2960 ,15501 ,26382 ,24207 ,38162 ,1471523 ,106699 ,92045 ,75690 ,117079 ,259781 ,311092 ,38216 ,26087 ,85548 ,209178 ,11994 ,61958 ,5251 ,26598 ,8650 ,2142 ,3543 ,12809 ,26965 ,35406 ,118533 ,6630 ,12540 ,20424 ,21274 ,9180 ,14269 ,93916 ,48276 ,71818 ,37133 ,5668 ,14577 ,90766 ,14420 ,12395 ,9220 ,46299 ,24283 ,4920 ,17436 ,9160 ,59665 ,7967 ,2811 ,3328 ,3377306 ,3594 ,121508 ,2824 ,4278 ,77753 ,191372 ,27469 ,99742 ,77094 ,18700 ,9855 ,40852 ,91641 ,3306 ,15623 ,115239 ,13214 ,53731 ,4710 ,181671 ,4736 ,8920 ,982555 ,10276 ,12491 ,13404 ,29984 ,77282 ,20812 ,4733 ,14229 ,60024 ,65071 ,6080 ,0 ,18697 ,1296 ,37733 ,306898 ,40207 ,134508 ,4699 ,44825 ,119 ,120718 ,111163 ,4302 ,5052 ,4414 ,7559 ,13158 ,103321 ,58484 ,97272 ,4646623 ,852 ,325 ,4061 ,4718 ,5831 ,8053 ,6486 ,11158 
073,0 ,0 ,0 ,0 ,0 ,142005 ,79758 ,57202 ,24902 ,43500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7791 ,3875 ,32242 ,14013 ,2357 ,2540 ,17392 ,14133 ,2170 ,9983 ,9232 ,23884 ,18733 ,61376 ,24816 ,45714 ,20171 ,11511 ,13938 ,10191 ,24009 ,39318 ,195134 ,7767 ,110765 ,35225 ,98446 ,14418 ,9550 ,6548 ,22127 ,102958 ,17635 ,8824 ,3689 ,61171 ,1667286 ,97802 ,18729 ,61474 ,3847 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6919 ,1413 ,0 ,0 ,70867 ,1158 ,3134 ,226875 ,1778433 ,0 ,0 ,0 ,0 ,0 ,105424 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
074,81791 ,52227 ,78601 ,79222 ,94728 ,686223 ,468096 ,485281 ,75791 ,477522 ,50336 ,48382 ,52599 ,10497 ,67060 ,20770 ,58594 ,10927 ,18165 ,13265 ,50574 ,37084 ,36759 ,52879 ,296468 ,27462 ,32073 ,45959 ,108450 ,174295 ,107625 ,329351 ,165237 ,766637 ,153675 ,96197 ,522802 ,72323 ,472108 ,152705 ,36681 ,129652 ,62532 ,86895 ,79411 ,48303 ,88047 ,318449 ,312420 ,267944 ,162279 ,239699 ,129357 ,69086 ,88208 ,73081 ,190555 ,588662 ,1667801 ,50994 ,320489 ,225914 ,1368153 ,183716 ,146544 ,897659 ,486343 ,1282222 ,450895 ,125159 ,867752 ,357074 ,64624 ,94111295 ,263204 ,237689 ,58299 ,111022 ,127474 ,129197 ,159292 ,60135 ,170275 ,295244 ,312334 ,35799 ,62357 ,107021 ,37004 ,820575 ,10784 ,3322872 ,32851 ,156877 ,2119690 ,12151 ,8385391 ,1494867 ,89690 ,75719 ,78483 ,170360 ,14427 ,91267 ,336228 ,273703 ,9666 ,3609156 ,327613 ,311669 ,201604 ,320749 ,571260 ,92202 ,4180332 ,2978 ,26290 ,367457 ,114507 ,89306 ,4744 ,211387 ,319136 ,191571 ,2758639 ,1333964 ,150924 ,1927 ,1037 ,12439 ,34233 ,13763 ,2965 ,78327 ,3206353 
075,0 ,0 ,0 ,1087882 ,0 ,0 ,132075 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,18994 ,0 ,35055 ,0 ,0 ,0 ,0 ,0 ,0 ,3286994 ,70265 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,341000 ,0 ,0 ,0 ,4529141 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,819 ,13173 ,0 ,2515 ,14960 ,7026 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11399 ,0 
076,142218 ,24763 ,118337 ,18593 ,28091 ,42745 ,42750 ,49246 ,29001 ,23579 ,2315 ,837 ,883 ,1390 ,903 ,1552 ,1137 ,43 ,57 ,67 ,211 ,1084 ,1420 ,15308 ,12453 ,912 ,351 ,593 ,2132 ,4759 ,292 ,3359 ,31392 ,22988 ,4217 ,183698 ,5193 ,5944 ,9618 ,5942 ,729 ,1510 ,1850 ,3494 ,605 ,3298 ,2673 ,8450 ,62106 ,11186 ,6696 ,10219 ,18911 ,2730 ,8204 ,6573 ,18631 ,19054 ,145666 ,3965 ,18977 ,37871 ,130202 ,208731 ,20410 ,406311 ,10844 ,88065 ,16315 ,7588 ,61424 ,71491 ,110345 ,231506 ,273361 ,8353225 ,1895 ,5186 ,5445 ,23142 ,98895 ,7943 ,494 ,124892 ,185698 ,112063 ,22455 ,125612 ,926 ,7804 ,0 ,116468 ,183162 ,807 ,235090 ,11292 ,188669 ,99825 ,80498 ,3750676 ,5107 ,196508 ,11716 ,537976 ,25814 ,12674 ,14292 ,1166868 ,556 ,990 ,29766 ,43031 ,2073 ,6326 ,2209 ,1386 ,85323 ,14085 ,4389 ,381 ,293 ,24021 ,51251 ,45403 ,1398796 ,135676 ,22608 ,87 ,33 ,72 ,47256 ,26974 ,205 ,2532 ,90118 
077,9040 ,4137 ,12721 ,2433 ,4297 ,300909 ,136994 ,98018 ,63235 ,109467 ,12368 ,7302 ,8228 ,4677 ,10012 ,4445 ,9938 ,2175 ,2679 ,2873 ,9026 ,19368 ,4487 ,22921 ,27792 ,7193 ,4151 ,6811 ,8641 ,23411 ,6834 ,59890 ,4406 ,65976 ,57326 ,124173 ,71076 ,24562 ,13564 ,6294 ,7654 ,10702 ,61078 ,61221 ,9943 ,35318 ,22785 ,22303 ,107283 ,10731 ,5186 ,8113 ,6300 ,2275 ,2987 ,2305 ,16621 ,33672 ,249241 ,8691 ,39583 ,39135 ,495003 ,307845 ,335102 ,971907 ,1490608 ,2805297 ,753084 ,202059 ,75065 ,799749 ,249097 ,765432 ,1002236 ,530825 ,2245523 ,112316 ,51967 ,2257172 ,146427 ,22795 ,170168 ,312514 ,71231 ,84525 ,11029 ,214781 ,78435 ,54013 ,7415 ,171398 ,1865 ,5690 ,522889 ,3762 ,1122 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2031 ,4994 ,993 ,933 ,2483 ,398 ,41 ,1147 ,711 ,1871 ,448 ,246 ,450 ,2035 ,2072 ,10637 ,5184 ,474 ,73349 ,71957 ,966 ,377 ,358 ,14579 ,5834 ,909 ,819 ,65239 
078,2402 ,1603 ,347 ,312 ,641 ,74825 ,67193 ,126113 ,52231 ,93045 ,8490 ,5081 ,4905 ,226 ,4277 ,2738 ,5332 ,176 ,175 ,2557 ,539 ,2112 ,1264 ,1964 ,8257 ,919 ,3190 ,3068 ,3540 ,9511 ,565 ,13203 ,27505 ,7870 ,22287 ,57959 ,891 ,1051 ,6014 ,4230 ,114 ,136 ,677 ,1622 ,135 ,1752 ,697 ,2774 ,17265 ,57127 ,39059 ,64830 ,31121 ,30394 ,21626 ,19446 ,4329 ,7243 ,32742 ,2381 ,17072 ,7206 ,469177 ,171399 ,619454 ,752180 ,147499 ,2206793 ,790112 ,278738 ,20857 ,835708 ,476415 ,313601 ,452728 ,152298 ,854217 ,8474721 ,61882 ,391080 ,707089 ,571366 ,134247 ,232703 ,137482 ,37735 ,73221 ,424121 ,498982 ,27121 ,514 ,12736286 ,238 ,1867 ,3912683 ,34524 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
079,5029 ,5826 ,1210 ,797 ,894 ,973887 ,218435 ,117382 ,121919 ,65003 ,30370 ,27453 ,25994 ,1160 ,23031 ,14663 ,26355 ,393 ,183 ,1941 ,1319 ,2692 ,1660 ,184 ,9937 ,3679 ,3765 ,3719 ,4125 ,15581 ,3179 ,9513 ,16755 ,23490 ,2507 ,172091 ,11015 ,2999 ,12551 ,12257 ,552 ,4897 ,4724 ,45618 ,331 ,5739 ,16692 ,5829 ,84149 ,15880 ,5738 ,9299 ,5159 ,13427 ,6358 ,6554 ,7570 ,9131 ,97617 ,8284 ,26766 ,30785 ,89832 ,85942 ,372494 ,577230 ,221593 ,1338788 ,372926 ,147721 ,84285 ,669149 ,292439 ,1155818 ,371075 ,351512 ,1843047 ,2912221 ,3938443 ,2337234 ,1750407 ,4175276 ,286753 ,603038 ,988443 ,252072 ,69008 ,387460 ,300553 ,68129 ,43653 ,2872522 ,878 ,7524 ,18312053 ,80123 ,0 ,136761 ,0 ,0 ,833 ,69593 ,974 ,0 ,4609141 ,122803 ,116805 ,1310945 ,207783 ,417196 ,227179 ,45477 ,964551 ,56939 ,6078053 ,0 ,231864 ,1526429 ,152808 ,42113 ,10571 ,31499 ,135206 ,157188 ,1032896 ,5487 ,3487 ,0 ,0 ,1259 ,69822 ,11006 ,203 ,0 ,0 
080,13112 ,10943 ,1191 ,16735 ,26091 ,83570 ,330727 ,75531 ,91657 ,62287 ,4123 ,1266 ,547 ,11467 ,2037 ,1881 ,10524 ,227 ,289 ,286 ,5684 ,10296 ,7256 ,5310 ,59013 ,3385 ,3756 ,4136 ,25135 ,24469 ,20819 ,30667 ,22736 ,42147 ,19232 ,142691 ,37198 ,17447 ,49589 ,19046 ,4697 ,14650 ,19580 ,95827 ,4476 ,25446 ,26242 ,18105 ,32602 ,21094 ,637 ,511 ,26600 ,59246 ,6378 ,5892 ,11391 ,22191 ,135708 ,4778 ,173968 ,67047 ,206968 ,137112 ,27058 ,597 ,959 ,55720 ,3129 ,1776 ,10888 ,178399 ,113839 ,1742912 ,173027 ,347735 ,0 ,0 ,0 ,5189619 ,14213 ,42672 ,631 ,71003 ,65773 ,17636 ,26643 ,14100 ,122835 ,186432 ,35 ,480131 ,6573 ,9060 ,406067 ,3264 ,11681 ,577 ,53513 ,708 ,175 ,1308 ,4115 ,0 ,3632 ,134593 ,0 ,986001 ,132346 ,441202 ,14575 ,4308 ,8197 ,854 ,1904441 ,3510 ,324374 ,5318 ,1657 ,10444 ,7022 ,7134 ,36744 ,55727 ,387306 ,253467 ,248757 ,3332 ,1307 ,1243 ,50597 ,20246 ,3110 ,9487 ,224397 
081,6839 ,14541 ,3344 ,6002 ,2947 ,425445 ,254931 ,110180 ,87734 ,96719 ,15126 ,13290 ,11432 ,9787 ,19772 ,11270 ,25686 ,5824 ,10340 ,8227 ,29376 ,56481 ,15597 ,38759 ,240205 ,48972 ,25485 ,42829 ,63918 ,129101 ,122277 ,108898 ,91572 ,139341 ,93383 ,98824 ,121325 ,31064 ,149635 ,81134 ,11697 ,23763 ,92259 ,94359 ,39829 ,70708 ,41448 ,68903 ,137307 ,145142 ,57470 ,96795 ,60188 ,62350 ,36389 ,25679 ,40583 ,107018 ,711941 ,15522 ,167046 ,58561 ,234239 ,62600 ,182257 ,420747 ,324020 ,1387049 ,343219 ,96813 ,111349 ,291788 ,358900 ,2388889 ,179176 ,464639 ,423844 ,822641 ,84260 ,1887137 ,2362984 ,1108505 ,181241 ,1320961 ,1135562 ,164027 ,413770 ,174793 ,651648 ,92816 ,15535 ,262748 ,14046 ,20569 ,2977056 ,34318 ,76972 ,49214 ,61354 ,9829 ,7148 ,157790 ,8275 ,11125 ,1555176 ,3767 ,2813 ,438291 ,63477 ,2989 ,936 ,2491 ,221162 ,7703 ,118596 ,2220 ,14898 ,35928 ,4080 ,22104 ,14492 ,31729 ,178798 ,50820 ,36122 ,335751 ,178387 ,6738 ,2697 ,4530 ,23891 ,13637 ,6282 ,38297 ,138922 
082,0 ,582 ,7870 ,16194 ,732 ,9801 ,23033 ,3492 ,4119 ,4714 ,479 ,269 ,208 ,63 ,451 ,444 ,550 ,270 ,258 ,363 ,1132 ,1453 ,851 ,4719 ,2145 ,236 ,185 ,3684 ,2941 ,3614 ,1708 ,7071 ,3631 ,989 ,5963 ,3806 ,164 ,434 ,1235 ,675 ,200 ,616 ,350 ,2445 ,954 ,2483 ,18300 ,734 ,1946 ,8327 ,3094 ,4825 ,3114 ,2047 ,2932 ,1329 ,3145 ,7045 ,44482 ,591 ,5803 ,2953 ,35864 ,3101 ,65580 ,2500 ,4553 ,22790 ,9670 ,2471 ,1155 ,24340 ,21920 ,12725 ,394731 ,454587 ,11399 ,27959 ,9841 ,6590 ,54915 ,13441962 ,342430 ,823446 ,44068 ,11158 ,4095 ,65196 ,1346 ,3977 ,940 ,9535 ,205 ,398 ,39643 ,37967 ,71507 ,77776 ,31443 ,24638 ,20043 ,85533 ,4434 ,24575 ,2879949 ,505299 ,1701 ,3787 ,505 ,0 ,0 ,0 ,119941 ,10360 ,59548 ,2017 ,10330 ,18133 ,1458 ,32013 ,221 ,9373 ,1371 ,11981 ,261369 ,8060 ,1024 ,80 ,47 ,1370 ,1625 ,199 ,48 ,40923 ,12729 
083,84 ,6 ,55 ,15 ,6 ,34 ,32 ,13 ,9 ,12 ,13 ,14 ,15 ,2 ,16 ,9 ,14 ,4 ,6 ,4 ,14 ,12 ,10 ,15 ,44 ,6 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,43567 ,25100 ,0 ,140951 ,5239 ,2354 ,0 ,15797 ,6903 ,57365 ,331146 ,256315 ,0 ,0 ,0 ,0 ,0 ,0 ,1106669 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2751 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,214648 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
