,01001,02002,03003,04004,05005,06006,07007,08008,09009,10010,11011,13012,13013,13014,13015,13016,13017,13018,14019,14020,14021,14022,15023,15024,16025,17026,17027,17028,17029,17030,18031,19032,19033,20034,21035,22036,23037,24038,25039,25040,26041,26042,26043,26044,26045,26046,26047,27048,28049,29050,29051,30052,30053,30054,30055,30056,30057,30058,31059,31060,31061,32062,32063,33064,34065,34066,34067,34068,34069,34070,35071,35072,35073,35074,36075,36076,37077,37078,37079,38080,38081,38082,38083,38084,38085,39086,39087,39088,39089,39090,39091,40092,41093,42094,43095,44096,45097,46098,47099,48100,49101,50102,51103,53104,54105,55106,56107,57108,58109,59110,60111,61112,62113,63114,65115,66116,67117,68118,70119,71120,72121,73122,74123,75124,76125,77126,78127,79128,80129,82130,83131,84132,85133,86134,87135,88136,89137,93138,90139
10010,337.9031934,379.3221338,92.92219238,2592.669701,2014.510939,37915.64107,811.999875,78511.51482,31650.46642,574648.7869,19824.7659,10010.58769,8029.10506,643.4697262,1933.86656,3652.017114,1854.472644,26685.73274,112.7079128,49.31355633,10989.84931,47155.41523,1013.415403,129.5693147,90.7979985,974.0624797,6.962803084,17.43285387,99.45446033,396.5308724,77.03765966,8259.571463,168.760635,31281.76501,2274.188894,17066.13938,78.99544282,486357.5352,115.6909471,114.4423913,6135359.973,1363030.343,23984.23997,460568.7205,251052.2392,500781.8336,3842.47056,40977.36705,2798.046104,4457.389849,26293.2618,10492016.82,2837803.792,8612564.504,3364091.952,2443673.023,2311378.052,2985807.479,243801.0887,454390.4415,44975.87561,157244.721,4027.244766,112340.5085,2031.012474,3958.690864,11.06966938,13613.7546,329.7321908,14733.88414,6233.744759,31627.52161,756.0819161,122850.029,13068.64789,53037.11604,4292.376116,456.1579147,44.69820599,293.028689,17917.05051,12275.66242,405540.8854,4489.589778,7334.520129,0,0,0,0,0,0.381297976,0,3397.462613,1898.203605,1134.922115,52984.43975,498.5098224,213.5747488,3908772.008,3077798.88,611611.1383,154295.1684,0,9827.099963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995.4354949,8310.109729,296.6439343,0,596.9373449,660.9086306,3194.645477,142.0873593,147.1685245,7.907140113,256.1388644,0,0,2102.606782,529.8842157,27.5609655,0,15.44826259
11011,0,0,0,0,0,586696.9637,12748710.85,106310.1712,136001.2361,166475.8683,56208.21331,0,0,0,0,0,0,0,0,0,0,0,0,256207.8612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125192.1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13012,763499.6989,0,9728724.761,990380.5548,488431.6157,0,0,0,0,0,0,5782065.156,6751114.876,714555.6033,84876.25556,55166.29113,286687.9049,3612737.377,6408263.903,11433.48047,1470206.061,11992978.51,5756798.826,401632.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12501.47211,0,0,0,0,167729.2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.45249411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27109.18152,9566.955608,0,44583.34537,0,0,0,0,0,0,4647484.924,0,0,0,0,0,0,0,0,115663.269,0,0,0,0,0,150583.4211,0,814210.0828,551242.1547,145833.9102,0,0,0,0,20313.81332,2207.484185,0
13013,482769.5158,0,64576120.97,14074019.05,1356374.472,0,0,0,0,0,0,0,5589070.783,0,0,315459.9962,45219.11074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4030.851225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25240.82339,0,0,0,0,0,0,0,3656.055699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13014,28842.28664,0,240423.3557,185025.763,282429.728,0,0,0,0,0,0,14665.32857,5113539.095,18547746.55,74852.88606,47794.14739,388873.3003,3896264.874,1340993.814,192066.242,1007777.446,3708259.125,0,744479.9136,0,0,0,0,0,0,0,0,0,0,0,6679.049206,0,0,469321.7742,0,1000685.793,0,42344.90613,950133.8986,8112.790875,5569330.491,3101942.752,632063.9594,81880.12844,8793.969005,85145.00846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158493143,0,0,0,0,0,0,0,19925.00423,2549.137074,0,11850.62541,0,0,0,0,0,0,6723.023618,17482.3262,0,9606.667867,0,0,0,789549.9194,0,100726.8167,7319359.647,614598.2734,0,0,0,0,0,0,20427.29502,117700.2421,0,0,0,0,0,45420.55251,30208.6293,865000.2718,30259.61523,121976.9185,0,0,0,0,0,14834.91166,665592.971
13015,0,0,0,0,0,0,0,0,0,0.009413478,0,8904.12789,13857.03578,0,1369685.51,48093.22162,54089.26678,1262759.681,109531.0728,543132.714,472194.9574,2105271.322,87136.26442,3470502.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647178.4226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.489878434,0,0,0,2.043624735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13880.93191,9316.241569,0,11202.42051,0,0,0,160956.2973,0,0,983207.7857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45486.88995,0,168.958107,0,7503.005545,0,145.7152377,4374.595472,0,0
13016,0,0,0,0,0,0,0,0,0,0,0,0,838827.9339,0,0,15885942.96,176624.0268,452163.3477,1405838.924,65928.36215,629416.1561,3240138.807,0,0,0,0,0,0,0,0,0,9836714.061,255953.1028,0,0,0,0,11191.85768,0,0,0,0,0,0,0,0,761577.7638,423684.2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120196.8677,41603.62741,0,4960.618589,0,0,0,790998.1004,0,967911.2442,14182048.61,0,0,0,0,0,0,0,0,17546.9955,0,0,0,85516.31313,0,114913.7152,0,0,0,11222.83575,0,11648.53141,0,0,69235.96019,0,0
13017,0,0,177902.0334,378190.638,0,0,0,0,0,0,0,0,2839690.201,0,0,0,4419428.078,354014.7376,108030.044,0,30051.81872,998323.2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9333.363658,89334.12231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17778.06886,5303.431058,0,442.7589341,0,0,0,0,0,462076.2607,11069846.2,0,0,0,0,0,0,0,111544.5772,88954.3999,0,0,0,2106.77913,13349.447,34593.22879,48399.46638,133389.3679,15110.50244,918.6398238,0,23864.40525,11352.98935,2056.449872,32954.95456,1137.332671,0
13018,0,0,0,0,68320.79112,0,0,0,0,0,0,155279.1949,1802129.303,224811.5279,15048.14848,659145.2,335785.1848,4172385.554,990028.3572,390291.7387,996779.4217,6545129.673,593641.2042,2865594.523,9337.303879,47924.73911,0.140633309,0,0,0,0,0,0,0,0,0,0,0,0,0,34827.83935,6331.512405,349918.603,26.72350406,171.0076576,1401537.091,146879.6468,855915.2528,2.277458004,99.6649551,24849.30811,0,120537.7091,76586.18587,0,1626.898067,172.1289931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192.569802,0,0,0,0,0,0,0,0,0,57046.17126,0,258723.7771,85512.53071,0,0,0,0,210753.4107,4872882.949,0,0,0,0,0,0,0,3441148.692,149630.0402,39186.62751,12079.75102,5477.440194,17839.94449,100010.1558,185196.6594,187448.9314,1185561.764,39939.99186,3635.273695,0,13663.79326,3988.565809,4787.241854,53244.01551,4676.159895,0
14019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678434.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115179.5698,0,519235.8422,80774.73504,0,0,0,0,505852.5992,1441240.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13161.4562,0,0,41026.8178,0,0
14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90926.95113,68584.59806,4116365.888,330.6533873,2088741.161,14432.43412,2627894.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9574.950473,9289.546637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26859.95237,0,0,0,0,0,0,0,0,1448496.703,25295.32562,0,0,0,0,0,0,0,0,0,0,0,0,0,107817.7182,0,0,0,0,0,0,0,0,76876.75008,0,0
14021,0,0,0,0,0,0,0,0,0,0,0,14061.62301,484515.3989,46484.92518,4844.19319,208165.8757,670234.5101,774857.438,939027.6752,65793.00019,2070963.186,1313863.164,349804.645,176958.9678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177256.8592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997.4869785,0,0,0,0,0,0,0,0,0,31560.35824,0,31125.36287,0,0,0,0,0,0,2948754.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323.428819,0,0,0,0,0
14022,0,0,0,0,0,0,0,0,0,0,0.012090174,22558.46185,1475648.39,58922.46433,16933.30488,3144261.926,150772.4999,410844.6231,545748.7119,866545.7145,1589379.205,3716305.8,813026.1332,1809994.629,121214.9084,4306.74792,5966.87724,4483.980551,11465.8909,13539.25435,6.920457376,2584.140136,11.02027907,25337.79306,5980.353692,4045.24322,0,12247.64933,0,74.83454492,75788.20814,88797.42598,67590.05273,650.3815603,7987.80838,150325.6519,69856.01326,320107.5555,552.4806592,10710.88391,51294.76371,0,0,111.2885248,0,971.1523492,0,0,186.7954597,1731.708219,117.4483951,3754.788707,1871.244309,17.05782873,5.907700598,323.1132955,0,30.73261557,0,17.59599307,805.7144935,0,0,607.7195045,0,0,41.83947113,95.41980898,254.7771003,0,17.9452821,14.27048526,0,0,0,0,0,0,0,0,0,0,0,683.1294175,5.648805902,68.1916854,0,1846.814357,0,0,0,0,90110.8745,12932.12318,20.97143501,658.4122838,164703.9766,0,0,0,0,0,2116808.528,67302.65111,0,0,0,0,0,0,0,329120.4596,0,0,0,0,0,651178.4139,0,731033.0858,482022.4039,0,0,1175.709896,0,19299.07469,329946.5023,0,0
15023,10184.05544,5260.45977,4506.098513,10159.50641,127441.691,4256.428991,18175.32181,74897.70189,72414.49893,32667.98947,4734.810112,24240.34845,194702.6904,7258.055058,2504.786304,97794.99802,37679.71697,75535.15447,8660.761043,17937.91984,54144.043,241784.9199,5134940.758,1232553.408,66080.21472,58618.89828,6824.869161,7090.141653,8952.998071,13106.28089,62861.28526,23735.86116,20255.05328,69821.5026,33082.91469,95737.56447,149203.1384,42604.42575,212004.2188,11569.87548,835202.9029,45865.55392,45647.23296,940497.7884,35543.32989,2613300.083,353917.5071,1578562.764,26821.29365,24821.58539,116050.4663,58768.60244,78784.57027,114536.8167,45523.07714,33514.72077,31818.26511,35111.32406,66176.40216,68041.55891,16876.3194,81923.25879,43275.69719,269142.8798,34451.63647,42100.08598,48284.82526,54153.33591,6305.487423,135692.5958,82838.08154,45727.81531,20312.54897,142786.2217,72146.20029,88364.2049,26326.722,22596.84574,23057.71259,38014.45336,143604.8427,58828.65931,57399.47448,45069.66217,19180.95133,38569.64914,67874.61395,25988.36119,14766.22643,119884.421,16753.2721,82579.37046,25173.54204,18544.46697,11520.39387,51292.95056,8622.918135,17003.678,575030.8345,172483.8559,84494.0145,31994.91982,479031.9685,62347.35921,95493.9859,22251.46243,394459.0827,3207.520994,17458.69383,111382.7456,2454.376618,2841001.307,4333121.715,26337.09209,64954.91406,117193.3665,41116.7994,187256.7405,302758.5004,8126.409318,262675.9817,53536.01275,147664.2481,82834.37013,37441.54898,14455.01059,49818.76209,72333.46436,1145341.792,250056.1325,1503760.502,10001.71509,23541.3682,33891.73498,14275.28901,6643.256189,1346589.573,1422.969103,657655.2348
15024,1709.464898,19378.39665,768.7666678,2499.119825,54200.95139,103501.9086,5420.751229,147900.0325,33518.31795,36854.77641,1634.871315,23424.22757,4913.897626,4310.123858,1990.995824,16027.0513,14239.54656,138890.865,2108.586528,82466.64045,4231.429472,65409.67145,20930.4781,9169538.276,77631.84843,52861.83714,16740.53413,8195.340937,115676.1381,48043.99629,54831.12496,22352.48729,987165.9742,77738.77898,67523.16261,25844.7767,60335.78215,302274.3461,39674.73949,4736.122143,557283.1453,121551.9015,7495.77175,28514.09654,35413.19226,107429.609,20023.92829,70023.6765,10984.92326,21579.96313,91173.98595,40672.42925,30164.99411,67305.85514,83002.74113,14565.5598,15760.25466,5480.271332,38529.34606,65667.81213,2477.087063,76144.957,20027.19156,178226.6179,19749.67066,8725.375248,12565.28595,22621.43426,6864.528454,147837.4475,65363.88063,13345.05855,19939.93595,73866.99685,28508.32091,122940.2112,10729.42765,21874.24334,17312.46187,37158.0442,40154.17265,32099.18918,7729.701741,51642.97717,14040.20918,10657.93861,30011.84228,5698.842138,6915.277477,59772.02133,12556.65129,26984.43764,364121.6148,11285.3604,3736.24503,156493.0162,6435.566936,129094.8765,335630.0773,232186.0671,203791.8462,61249.55982,213901.6743,581255.8102,213387.8665,4586.004892,1067327.465,16225.9107,32429.79527,69922.02971,176247.513,4278064.473,3777566.153,603526.4263,69522.23611,360385.6579,28360.60118,93617.75993,551876.189,12840.07083,433987.9274,392289.515,244579.9894,53304.29561,20873.62347,9904.606798,129822.8107,828997.9377,111933.5453,230258.8556,27474.89879,2194.921907,72442.32325,25924.30991,76819.71156,3321.91589,1828120.294,12847.75978,2834847.03
16025,0,0,0,0,60679.7957,640833.2219,486766.1337,237969.5605,144262.154,290900.3546,0,125719.4333,140964.9418,167668.2522,32619.71203,176472.2959,81997.04076,178687.0826,41901.04705,78776.10596,42300.04324,125728.0202,118675.6319,89791.02927,5334591.114,396469.9247,89217.87159,86069.45768,94689.92123,179020.9182,392421.6097,237333.0225,219841.4454,368008.7274,234305.5248,418262.8846,202983.8536,163680.0105,1460153.881,121319.6328,507462.1756,172817.168,45732.65525,186604.8371,449903.6858,366210.8848,103592.8669,212525.7127,218835.7613,223839.4996,570896.2353,340919.3172,195323.0039,246665.1158,210512.1762,73991.41847,108690.4856,89955.51599,549707.7984,1651249.189,108015.7617,783926.6781,673807.0353,1008875.174,158379.9854,152140.7755,150533.7167,240309.435,95312.10473,817943.0317,298167.1891,138392.6768,88701.46534,269704.8636,602239.5885,0,70546.37091,162873.3462,229181.5279,158125.8564,360301.7616,411656.1266,0,376563.7265,237190.6202,710108.9683,346812.4108,98113.2095,202062.7595,782029.2511,38668.2154,165031.6857,40843.55739,168490.6618,0,1358116.736,86221.21333,53850.79245,1774418.028,0,0,0,1118542.307,213483.2114,579220.2212,516696.9492,133905.8809,24054.52751,137282.0621,45375.41948,38223.41682,715265.5897,1896232.198,417005.7654,129783.2589,507694.9574,16008.77398,206552.74,712757.1806,11776.10201,671468.9092,70151.58523,192069.8739,46445.83463,17947.11031,9302.237077,60696.10122,185411.6938,198567.4335,483473.4154,342887.3279,19871.98422,43152.4011,58712.99546,34784.49965,21338.17567,531745.4244,4048.303256,701925.0358
